dataset,seed,frac,method,acc,precision,recall,f1,n_tuned,train_time_s,infer_ms
C10C_brightness,2,0.2,LFW(ours),0.4898,0.4953,0.4898,0.4864,3072,20.18,0.5221
C10C_brightness,2,0.2,FFT,0.5420,0.5403,0.5420,0.5401,1218186,12.74,0.5026
C10C_brightness,2,0.5,LinearProbe,0.5072,0.5125,0.5072,0.5069,1290,11.28,0.5781
C10C_brightness,2,0.5,BitFit,0.5412,0.5416,0.5412,0.5392,8714,32.22,0.5945
C10C_brightness,2,0.5,SSF,0.5454,0.5428,0.5454,0.5427,1792,51.63,0.6135
C10C_brightness,2,0.5,Adapter,0.5370,0.5426,0.5370,0.5351,25440,24.18,0.6372
C10C_brightness,2,0.5,LoRA,0.5430,0.5527,0.5430,0.5449,49704,28.16,0.7071
C10C_brightness,2,0.5,LFW(ours),0.5058,0.5121,0.5058,0.5027,3072,33.59,0.6054
C10C_brightness,2,0.5,FFT,0.5500,0.5474,0.5500,0.5476,1218186,28.55,0.5840
C10C_brightness,2,1,LinearProbe,0.5214,0.5223,0.5214,0.5196,1290,53.19,0.4923
C10C_brightness,2,1,BitFit,0.5472,0.5562,0.5472,0.5482,8714,84.87,0.5265
C10C_brightness,2,1,SSF,0.5484,0.5486,0.5484,0.5469,1792,39.47,0.5383
C10C_brightness,2,1,Adapter,0.5478,0.5496,0.5478,0.5469,25440,78.48,0.6195
C10C_brightness,2,1,LoRA,0.5464,0.5537,0.5464,0.5469,49704,43.22,0.8302
C10C_brightness,2,1,LFW(ours),0.5122,0.5165,0.5122,0.5115,3072,87.57,0.6167
C10C_brightness,2,1,FFT,0.5648,0.5621,0.5648,0.5622,1218186,78.71,0.5346
C10C_brightness,3,1,ZeroShot,0.4220,0.5002,0.4220,0.4099,0,0.0,0.5195
C10C_brightness,3,0.05,LinearProbe,0.4632,0.4973,0.4632,0.4603,1290,0.74,0.5156
C10C_brightness,3,0.05,BitFit,0.5118,0.5163,0.5118,0.5072,8714,2.18,0.5068
C10C_brightness,3,0.05,SSF,0.5090,0.5148,0.5090,0.5044,1792,2.33,0.5511
C10C_brightness,3,0.05,Adapter,0.5022,0.4985,0.5022,0.4986,25440,4.38,0.5962
C10C_brightness,3,0.05,LoRA,0.5084,0.5107,0.5084,0.5063,49704,4.19,0.9039
C10C_brightness,3,0.05,LFW(ours),0.4568,0.4793,0.4568,0.4533,3072,1.99,0.5098
C10C_brightness,3,0.05,FFT,0.5066,0.5073,0.5066,0.5014,1218186,2.63,0.5013
C10C_brightness,3,0.1,LinearProbe,0.4830,0.4871,0.4830,0.4823,1290,2.95,0.5136
C10C_brightness,3,0.1,BitFit,0.5092,0.5228,0.5092,0.5080,8714,3.86,0.5304
C10C_brightness,3,0.1,SSF,0.5266,0.5296,0.5266,0.5250,1792,6.22,0.5311
C10C_brightness,3,0.1,Adapter,0.5084,0.5249,0.5084,0.5067,25440,4.09,0.5457
C10C_brightness,3,0.1,LoRA,0.5102,0.5235,0.5102,0.5096,49704,5.49,0.7726
C10C_brightness,3,0.1,LFW(ours),0.4220,0.5002,0.4220,0.4099,3072,2.39,0.5014
C10C_brightness,3,0.1,FFT,0.5338,0.5367,0.5338,0.5330,1218186,7.71,0.5017
C10C_brightness,3,0.2,LinearProbe,0.4962,0.4918,0.4962,0.4908,1290,2.96,0.5081
C10C_brightness,3,0.2,BitFit,0.5300,0.5267,0.5300,0.5260,8714,9.82,0.5031
C10C_brightness,3,0.2,SSF,0.5384,0.5359,0.5384,0.5350,1792,17.69,0.5285
C10C_brightness,3,0.2,Adapter,0.5156,0.5127,0.5156,0.5120,25440,13.63,0.5453
C10C_brightness,3,0.2,LoRA,0.5280,0.5304,0.5280,0.5282,49704,12.99,0.7812
C10C_brightness,3,0.2,LFW(ours),0.4852,0.4911,0.4852,0.4829,3072,8.37,0.5126
C10C_brightness,3,0.2,FFT,0.5364,0.5370,0.5364,0.5356,1218186,16.78,0.5187
C10C_brightness,3,0.5,LinearProbe,0.5088,0.5091,0.5088,0.5067,1290,28.42,0.6761
C10C_brightness,3,0.5,BitFit,0.5484,0.5488,0.5484,0.5465,8714,29.28,0.6771
C10C_brightness,3,0.5,SSF,0.5402,0.5378,0.5402,0.5376,1792,25.05,0.6759
C10C_brightness,3,0.5,Adapter,0.5354,0.5381,0.5354,0.5358,25440,25.83,0.5221
C10C_brightness,3,0.5,LoRA,0.5346,0.5358,0.5346,0.5333,49704,40.48,0.9822
C10C_brightness,3,0.5,LFW(ours),0.5000,0.5073,0.5000,0.4961,3072,34.64,0.6529
C10C_brightness,3,0.5,FFT,0.5628,0.5608,0.5628,0.5613,1218186,40.58,0.4902
C10C_brightness,3,1,LinearProbe,0.5156,0.5191,0.5156,0.5147,1290,40.00,0.6638
C10C_brightness,3,1,BitFit,0.5488,0.5515,0.5488,0.5481,8714,91.17,0.6310
C10C_brightness,3,1,SSF,0.5556,0.5577,0.5556,0.5557,1792,101.97,0.5575
C10C_brightness,3,1,Adapter,0.5406,0.5404,0.5406,0.5355,25440,31.31,0.5534
C10C_brightness,3,1,LoRA,0.5568,0.5554,0.5568,0.5522,49704,47.91,0.7869
C10C_brightness,3,1,LFW(ours),0.5096,0.5161,0.5096,0.5061,3072,51.41,0.5159
C10C_brightness,3,1,FFT,0.5688,0.5648,0.5688,0.5655,1218186,53.08,0.5125
C10C_brightness,4,1,ZeroShot,0.4486,0.5080,0.4486,0.4403,0,0.0,0.6279
C10C_brightness,4,0.05,LinearProbe,0.4930,0.4885,0.4930,0.4848,1290,1.56,0.6920
C10C_brightness,4,0.05,BitFit,0.5072,0.5169,0.5072,0.5047,8714,2.08,0.6608
C10C_brightness,4,0.05,SSF,0.5124,0.5156,0.5124,0.5084,1792,6.57,0.6924
C10C_brightness,4,0.05,Adapter,0.4944,0.5024,0.4944,0.4871,25440,4.98,0.7046
C10C_brightness,4,0.05,LoRA,0.4884,0.4893,0.4884,0.4829,49704,6.84,0.9518
C10C_brightness,4,0.05,LFW(ours),0.4830,0.4838,0.4830,0.4765,3072,4.42,0.6463
C10C_brightness,4,0.05,FFT,0.5248,0.5209,0.5248,0.5184,1218186,4.99,0.6749
C10C_brightness,4,0.1,LinearProbe,0.4934,0.4907,0.4934,0.4846,1290,2.79,0.6648
C10C_brightness,4,0.1,BitFit,0.5126,0.5117,0.5126,0.5063,8714,4.29,0.6322
C10C_brightness,4,0.1,SSF,0.5234,0.5207,0.5234,0.5191,1792,4.77,0.6548
C10C_brightness,4,0.1,Adapter,0.5094,0.5121,0.5094,0.5001,25440,4.33,0.5654
C10C_brightness,4,0.1,LoRA,0.5154,0.5137,0.5154,0.5088,49704,4.18,0.8072
C10C_brightness,4,0.1,LFW(ours),0.4874,0.4955,0.4874,0.4835,3072,3.74,0.5535
C10C_brightness,4,0.1,FFT,0.5254,0.5214,0.5254,0.5192,1218186,4.65,0.5140
C10C_brightness,4,0.2,LinearProbe,0.5014,0.4987,0.5014,0.4988,1290,12.58,0.5186
C10C_brightness,4,0.2,BitFit,0.5232,0.5286,0.5232,0.5175,8714,6.80,0.5031
C10C_brightness,4,0.2,SSF,0.5334,0.5327,0.5334,0.5290,1792,8.63,0.5371
C10C_brightness,4,0.2,Adapter,0.5316,0.5347,0.5316,0.5285,25440,9.10,0.5461
C10C_brightness,4,0.2,LoRA,0.5260,0.5257,0.5260,0.5236,49704,13.73,0.7811
C10C_brightness,4,0.2,LFW(ours),0.5024,0.5061,0.5024,0.4993,3072,8.37,0.5137
C10C_brightness,4,0.2,FFT,0.5408,0.5378,0.5408,0.5382,1218186,10.74,0.5259
C10C_brightness,4,0.5,LinearProbe,0.5084,0.5079,0.5084,0.5054,1290,8.71,0.5123
C10C_brightness,4,0.5,BitFit,0.5296,0.5294,0.5296,0.5274,8714,14.39,0.5084
C10C_brightness,4,0.5,SSF,0.5400,0.5464,0.5400,0.5394,1792,35.38,0.5322
C10C_brightness,4,0.5,Adapter,0.5324,0.5332,0.5324,0.5277,25440,22.59,0.5551
C10C_brightness,4,0.5,LoRA,0.5382,0.5403,0.5382,0.5371,49704,33.83,0.9598
C10C_brightness,4,0.5,LFW(ours),0.5106,0.5162,0.5106,0.5081,3072,38.14,0.6649
C10C_brightness,4,0.5,FFT,0.5482,0.5514,0.5482,0.5489,1218186,39.21,0.4812
C10C_brightness,4,1,LinearProbe,0.5144,0.5119,0.5144,0.5102,1290,13.90,0.4929
C10C_brightness,4,1,BitFit,0.5432,0.5436,0.5432,0.5414,8714,62.33,0.6740
C10C_brightness,4,1,SSF,0.5582,0.5571,0.5582,0.5560,1792,73.00,0.5176
C10C_brightness,4,1,Adapter,0.5404,0.5421,0.5404,0.5383,25440,40.22,0.7366
C10C_brightness,4,1,LoRA,0.5438,0.5517,0.5438,0.5417,49704,65.03,0.9888
C10C_brightness,4,1,LFW(ours),0.5190,0.5215,0.5190,0.5159,3072,67.08,0.4785
C10C_brightness,4,1,FFT,0.5586,0.5604,0.5586,0.5587,1218186,69.93,0.6456
