dataset,seed,frac,method,acc,precision,recall,f1,n_tuned,train_time_s,infer_ms
HAR,4,0.2,Adapter,0.956551,0.958131,0.955739,0.956571,66112,0.22,0.0504
HAR,4,0.2,LoRA,0.956551,0.958131,0.955739,0.956571,14556,0.56,0.0476
HAR,4,0.2,LFW(ours),0.956551,0.958131,0.955739,0.956571,561,0.57,0.0397
HAR,4,0.2,FFT,0.938221,0.940868,0.936927,0.934831,1103366,2.38,0.0406
HAR,4,0.5,ZeroShot,0.956551,0.958131,0.955739,0.956571,0,0.00,0.0410
HAR,4,0.5,VarFilter,0.940258,0.944051,0.937007,0.938532,0,0.00,0.0411
HAR,4,0.5,MIFilter,0.897488,0.902746,0.898002,0.898018,0,0.00,0.0528
HAR,4,0.5,LR,0.971487,0.971835,0.971649,0.971731,3372,0.08,0.0013
HAR,4,0.5,SVM,0.966735,0.966856,0.967896,0.967121,233758,0.05,0.1769
HAR,4,0.5,RF,0.963340,0.963246,0.963065,0.962826,17412,0.47,0.0290
HAR,4,0.5,LinearProbe,0.964698,0.965690,0.964628,0.964568,3078,0.88,0.0396
HAR,4,0.5,BitFit,0.956551,0.958131,0.955739,0.956571,1542,0.56,0.0394
HAR,4,0.5,SSF,0.955872,0.956203,0.956278,0.955934,4194,1.60,0.0552
HAR,4,0.5,Adapter,0.970808,0.971023,0.970609,0.970628,66112,1.94,0.0485
HAR,4,0.5,LoRA,0.974202,0.974489,0.974611,0.974272,14556,2.76,0.0473
HAR,4,0.5,LFW(ours),0.968771,0.969541,0.968866,0.968993,561,2.05,0.0452
HAR,4,0.5,FFT,0.968771,0.968941,0.969101,0.968590,1103366,7.06,0.0390
HAR,4,1.0,ZeroShot,0.956551,0.958131,0.955739,0.956571,0,0.00,0.0415
HAR,4,1.0,VarFilter,0.939579,0.942560,0.936292,0.937722,0,0.00,0.0411
HAR,4,1.0,MIFilter,0.905635,0.907935,0.904684,0.905293,0,0.00,0.0452
HAR,4,1.0,LR,0.974202,0.974765,0.974635,0.974608,3372,0.12,0.0013
HAR,4,1.0,SVM,0.972166,0.972326,0.973309,0.972608,365636,0.13,0.2867
HAR,4,1.0,RF,0.970808,0.970387,0.970632,0.970369,27100,0.94,0.0322
HAR,4,1.0,LinearProbe,0.977597,0.978107,0.977536,0.977755,3078,2.67,0.0396
HAR,4,1.0,BitFit,0.953157,0.953773,0.953082,0.953208,1542,2.41,0.0412
HAR,4,1.0,SSF,0.960625,0.960857,0.960878,0.960788,4194,5.58,0.0702
HAR,4,1.0,Adapter,0.979633,0.979965,0.979523,0.979676,66112,3.05,0.0497
HAR,4,1.0,LoRA,0.980991,0.981221,0.981051,0.981037,14556,5.47,0.0504
HAR,4,1.0,LFW(ours),0.979633,0.980225,0.980243,0.980039,561,4.52,0.0478
HAR,4,1.0,FFT,0.980312,0.980911,0.981117,0.980663,1103366,14.56,0.0401
Bank,0,0.05,ZeroShot,0.843051,0.679415,0.772279,0.707731,0,0.00,0.0122
Bank,0,0.05,VarFilter,0.830487,0.667002,0.765143,0.693989,0,0.00,0.0118
Bank,0,0.05,MIFilter,0.835177,0.673293,0.773873,0.701497,0,0.00,0.0114
Bank,0,0.05,LR,0.893391,0.753674,0.661977,0.693247,52,0.39,0.0003
Bank,0,0.05,SVM,0.885163,0.733679,0.573329,0.595908,5772,0.00,0.0132
Bank,0,0.05,RF,0.893391,0.765600,0.627493,0.662953,19764,0.26,0.0052
Bank,0,0.05,LinearProbe,0.883394,0.716994,0.647997,0.672665,514,0.17,0.0140
Bank,0,0.05,BitFit,0.844731,0.679108,0.765890,0.706567,770,0.46,0.0120
Bank,0,0.05,SSF,0.843051,0.679415,0.772279,0.707731,1638,0.24,0.0188
Bank,0,0.05,Adapter,0.885959,0.729321,0.728002,0.728658,16672,0.19,0.0132
Bank,0,0.05,LoRA,0.858179,0.678207,0.710626,0.692040,6356,0.48,0.0106
Bank,0,0.05,LFW(ours),0.843051,0.679415,0.772279,0.707731,51,0.36,0.0111
Bank,0,0.05,FFT,0.848801,0.643804,0.647188,0.645460,158466,0.90,0.0106
Bank,0,0.1,ZeroShot,0.843051,0.679415,0.772279,0.707731,0,0.00,0.0128
Bank,0,0.1,VarFilter,0.831018,0.666902,0.763529,0.693770,0,0.00,0.0130
Bank,0,0.1,MIFilter,0.832434,0.675968,0.789877,0.705356,0,0.00,0.0133
Bank,0,0.1,LR,0.897461,0.768384,0.672910,0.705924,52,0.52,0.0001
Bank,0,0.1,SVM,0.881094,0.739015,0.509393,0.488311,11648,0.02,0.0316
Bank,0,0.1,RF,0.894187,0.763412,0.642314,0.677501,41054,0.49,0.0075
Bank,0,0.1,LinearProbe,0.835973,0.677734,0.786778,0.707251,514,0.27,0.0169
Bank,0,0.1,BitFit,0.842785,0.678312,0.769255,0.706248,770,0.44,0.0148
Bank,0,0.1,SSF,0.843051,0.679415,0.772279,0.707731,1638,0.45,0.0167
Bank,0,0.1,Adapter,0.860037,0.694585,0.764366,0.720034,16672,0.32,0.0140
Bank,0,0.1,LoRA,0.843051,0.679415,0.772279,0.707731,6356,0.46,0.0111
Bank,0,0.1,LFW(ours),0.891445,0.744590,0.670451,0.697792,51,0.82,0.0117
Bank,0,0.1,FFT,0.856321,0.678046,0.718511,0.694611,158466,2.27,0.0116
Bank,0,0.2,ZeroShot,0.843051,0.679415,0.772279,0.707731,0,0.00,0.0122
Bank,0,0.2,VarFilter,0.829514,0.665598,0.762994,0.692297,0,0.00,0.0104
Bank,0,0.2,MIFilter,0.820667,0.669819,0.795965,0.697637,0,0.00,0.0110
Bank,0,0.2,LR,0.898169,0.774298,0.665649,0.701077,52,0.65,0.0001
Bank,0,0.2,SVM,0.880386,0.700592,0.504201,0.477589,23816,0.10,0.0604
Bank,0,0.2,RF,0.894807,0.779424,0.620634,0.657246,82182,0.41,0.0063
Bank,0,0.2,LinearProbe,0.869681,0.708815,0.774313,0.733902,514,0.57,0.0103
Bank,0,0.2,BitFit,0.848093,0.681212,0.762052,0.707937,770,1.04,0.0104
Bank,0,0.2,SSF,0.882421,0.723502,0.741637,0.731999,1638,1.67,0.0161
Bank,0,0.2,Adapter,0.878616,0.718415,0.753845,0.733936,16672,1.12,0.0136
Bank,0,0.2,LoRA,0.885075,0.725658,0.707384,0.715919,6356,1.67,0.0103
Bank,0,0.2,LFW(ours),0.892329,0.747868,0.670634,0.698829,51,1.35,0.0103
Bank,0,0.2,FFT,0.838981,0.661204,0.724627,0.682973,158466,3.85,0.0097
Bank,0,0.5,ZeroShot,0.843051,0.679415,0.772279,0.707731,0,0.00,0.0124
Bank,0,0.5,VarFilter,0.829603,0.666181,0.764641,0.693046,0,0.00,0.0110
Bank,0,0.5,MIFilter,0.823410,0.669095,0.787944,0.696980,0,0.00,0.0119
Bank,0,0.5,LR,0.897992,0.773475,0.665548,0.700810,52,0.97,0.0001
Bank,0,0.5,SVM,0.881270,0.752264,0.509493,0.488390,58396,0.54,0.1368
Bank,0,0.5,RF,0.897461,0.777207,0.651198,0.688441,196022,0.48,0.0075
Bank,0,0.5,LinearProbe,0.835973,0.677734,0.786778,0.707251,514,0.97,0.0143
Bank,0,0.5,BitFit,0.843051,0.679415,0.772279,0.707731,770,1.26,0.0109
Bank,0,0.5,SSF,0.843051,0.679415,0.772279,0.707731,1638,1.84,0.0181
Bank,0,0.5,Adapter,0.843051,0.679415,0.772279,0.707731,16672,1.06,0.0135
Bank,0,0.5,LoRA,0.843051,0.679415,0.772279,0.707731,6356,2.12,0.0102
Bank,0,0.5,LFW(ours),0.843051,0.679415,0.772279,0.707731,51,2.54,0.0105
Bank,0,0.5,FFT,0.867292,0.702609,0.759865,0.725109,158466,8.46,0.0100
Bank,0,1.0,ZeroShot,0.843051,0.679415,0.772279,0.707731,0,0.00,0.0100
Bank,0,1.0,VarFilter,0.829603,0.666181,0.764641,0.693046,0,0.00,0.0097
Bank,0,1.0,MIFilter,0.822260,0.670022,0.793358,0.698017,0,0.00,0.0099
Bank,0,1.0,LR,0.897726,0.773395,0.662524,0.698122,52,2.84,0.0001
Bank,0,1.0,SVM,0.880209,0.685039,0.506655,0.483124,114868,2.32,0.2505
Bank,0,1.0,RF,0.899850,0.784441,0.662453,0.700310,377490,0.56,0.0070
Bank,0,1.0,LinearProbe,0.882598,0.724007,0.743015,0.732886,514,1.82,0.0108
Bank,0,1.0,BitFit,0.843051,0.679415,0.772279,0.707731,770,2.62,0.0101
Bank,0,1.0,SSF,0.843051,0.679415,0.772279,0.707731,1638,3.57,0.0162
Bank,0,1.0,Adapter,0.886490,0.730443,0.727345,0.728878,16672,6.85,0.0157
Bank,0,1.0,LoRA,0.883836,0.724914,0.729350,0.727097,6356,13.98,0.0181
Bank,0,1.0,LFW(ours),0.843051,0.679415,0.772279,0.707731,51,11.07,0.0150
Bank,0,1.0,FFT,0.869504,0.691418,0.694708,0.693039,158466,24.97,0.0127
Bank,1,0.05,ZeroShot,0.866319,0.693047,0.723551,0.706392,0,0.00,0.0127
Bank,1,0.05,VarFilter,0.859683,0.682662,0.719463,0.698112,0,0.00,0.0111
Bank,1,0.05,MIFilter,0.852252,0.678296,0.736316,0.699938,0,0.00,0.0111
Bank,1,0.05,LR,0.890383,0.752902,0.614929,0.647895,52,0.37,0.0001
Bank,1,0.05,SVM,0.880297,0.440149,0.500000,0.468169,6552,0.01,0.0161
Bank,1,0.05,RF,0.887287,0.804135,0.545479,0.554516,23360,0.32,0.0052
Bank,1,0.05,LinearProbe,0.863576,0.690349,0.728699,0.706487,514,0.14,0.0105
Bank,1,0.05,BitFit,0.866319,0.693047,0.723551,0.706392,770,0.16,0.0098
Bank,1,0.05,SSF,0.861984,0.684039,0.712787,0.696610,1638,0.29,0.0168
Bank,1,0.05,Adapter,0.883482,0.719713,0.683170,0.698878,16672,0.21,0.0149
Bank,1,0.05,LoRA,0.866319,0.693047,0.723551,0.706392,6356,0.32,0.0106
Bank,1,0.05,LFW(ours),0.878705,0.710371,0.699934,0.704940,51,0.50,0.0107
Bank,1,0.05,FFT,0.850394,0.662685,0.692474,0.675317,158466,1.97,0.0104
Bank,1,0.1,ZeroShot,0.866319,0.693047,0.723551,0.706392,0,0.00,0.0100
Bank,1,0.1,VarFilter,0.859772,0.682794,0.719513,0.698218,0,0.00,0.0102
Bank,1,0.1,MIFilter,0.850394,0.678792,0.745159,0.702455,0,0.00,0.0094
Bank,1,0.1,LR,0.893391,0.754254,0.659423,0.691213,52,0.39,0.0000
Bank,1,0.1,SVM,0.879678,0.660255,0.507631,0.485649,12168,0.02,0.0259
Bank,1,0.1,RF,0.891976,0.774407,0.599549,0.632051,40638,0.27,0.0044
Bank,1,0.1,LinearProbe,0.860303,0.684945,0.724924,0.701519,514,0.24,0.0090
Bank,1,0.1,BitFit,0.866584,0.693404,0.723383,0.706554,770,0.26,0.0087
Bank,1,0.1,SSF,0.876758,0.704189,0.687653,0.695362,1638,0.77,0.0155
Bank,1,0.1,Adapter,0.861099,0.687363,0.730165,0.704927,16672,0.23,0.0116
Bank,1,0.1,LoRA,0.883040,0.714950,0.631831,0.658538,6356,0.95,0.0098
Bank,1,0.1,LFW(ours),0.881094,0.713654,0.683729,0.696928,51,0.64,0.0097
Bank,1,0.1,FFT,0.867823,0.680633,0.664697,0.672056,158466,2.56,0.0109
Bank,1,0.2,ZeroShot,0.866319,0.693047,0.723551,0.706392,0,0.00,0.0105
Bank,1,0.2,VarFilter,0.859772,0.682794,0.719513,0.698218,0,0.00,0.0100
Bank,1,0.2,MIFilter,0.739538,0.630233,0.776706,0.631259,0,0.00,0.0099
Bank,1,0.2,LR,0.896045,0.764395,0.665401,0.698651,52,0.51,0.0001
Bank,1,0.2,SVM,0.882067,0.731837,0.524633,0.518416,23140,0.06,0.0538
Bank,1,0.2,RF,0.893833,0.768931,0.626467,0.662319,78546,0.33,0.0062
Bank,1,0.2,LinearProbe,0.863576,0.690349,0.728699,0.706487,514,0.37,0.0103
Bank,1,0.2,BitFit,0.869592,0.696098,0.714554,0.704630,770,1.26,0.0116
Bank,1,0.2,SSF,0.876404,0.703841,0.690006,0.696533,1638,2.34,0.0182
Bank,1,0.2,Adapter,0.867823,0.693159,0.714188,0.702756,16672,0.71,0.0135
Bank,1,0.2,LoRA,0.866142,0.696482,0.739416,0.714310,6356,1.05,0.0111
Bank,1,0.2,LFW(ours),0.883482,0.717761,0.656349,0.679411,51,2.79,0.0124
Bank,1,0.2,FFT,0.877112,0.704506,0.684980,0.693961,158466,2.92,0.0099
Bank,1,0.5,ZeroShot,0.866319,0.693047,0.723551,0.706392,0,0.00,0.0109
Bank,1,0.5,VarFilter,0.859772,0.682794,0.719513,0.698218,0,0.00,0.0098
Bank,1,0.5,MIFilter,0.755198,0.634238,0.776022,0.641677,0,0.00,0.0099
Bank,1,0.5,LR,0.897107,0.773690,0.654509,0.690900,52,0.80,0.0000
Bank,1,0.5,SVM,0.880209,0.671115,0.501866,0.472519,57824,0.41,0.1229
Bank,1,0.5,RF,0.897461,0.785263,0.637787,0.676418,196832,0.39,0.0071
Bank,1,0.5,LinearProbe,0.879678,0.711436,0.692504,0.701267,514,1.16,0.0100
Bank,1,0.5,BitFit,0.876316,0.705781,0.702089,0.703908,770,3.45,0.0090
Bank,1,0.5,SSF,0.874104,0.708054,0.736914,0.720925,1638,5.18,0.0166
Bank,1,0.5,Adapter,0.871185,0.698811,0.714820,0.706300,16672,1.36,0.0122
Bank,1,0.5,LoRA,0.888437,0.734015,0.705461,0.718314,6356,9.66,0.0102
Bank,1,0.5,LFW(ours),0.887729,0.731937,0.698674,0.713336,51,6.88,0.0097
Bank,1,0.5,FFT,0.878174,0.710942,0.710808,0.710875,158466,16.87,0.0095
Bank,1,1.0,ZeroShot,0.866319,0.693047,0.723551,0.706392,0,0.00,0.0107
Bank,1,1.0,VarFilter,0.859772,0.682794,0.719513,0.698218,0,0.00,0.0104
Bank,1,1.0,MIFilter,0.854817,0.681444,0.737134,0.702631,0,0.00,0.0122
Bank,1,1.0,LR,0.897638,0.778479,0.650660,0.688155,52,1.69,0.0001
Bank,1,1.0,SVM,0.880386,0.702429,0.503563,0.476167,114088,1.75,0.2556
Bank,1,1.0,RF,0.899407,0.789042,0.650387,0.689701,376780,0.56,0.0065
Bank,1,1.0,LinearProbe,0.863576,0.690349,0.728699,0.706487,514,1.44,0.0101
Bank,1,1.0,BitFit,0.881182,0.716041,0.701660,0.708458,770,12.36,0.0107
Bank,1,1.0,SSF,0.866319,0.693047,0.723551,0.706392,1638,3.15,0.0152
Bank,1,1.0,Adapter,0.876139,0.703080,0.688898,0.695576,16672,3.28,0.0124
Bank,1,1.0,LoRA,0.880917,0.712894,0.681074,0.694974,6356,3.68,0.0105
Bank,1,1.0,LFW(ours),0.866319,0.693047,0.723551,0.706392,51,4.91,0.0112
Bank,1,1.0,FFT,0.884809,0.727193,0.731819,0.729469,158466,24.56,0.0100
Bank,2,0.05,ZeroShot,0.886933,0.731429,0.727277,0.729324,0,0.00,0.0108
Bank,2,0.05,VarFilter,0.880297,0.716593,0.720316,0.718429,0,0.00,0.0127
Bank,2,0.05,MIFilter,0.874104,0.711752,0.757029,0.730711,0,0.00,0.0131
Bank,2,0.05,LR,0.886225,0.730844,0.606819,0.636424,52,0.52,0.0001
Bank,2,0.05,SVM,0.880209,0.440143,0.499950,0.468144,6552,0.02,0.0150
Bank,2,0.05,RF,0.888260,0.761590,0.575726,0.600266,22426,0.27,0.0051
Bank,2,0.05,LinearProbe,0.872158,0.701305,0.718885,0.709484,514,0.23,0.0099
Bank,2,0.05,BitFit,0.886933,0.731429,0.727277,0.729324,770,0.18,0.0100
Bank,2,0.05,SSF,0.883128,0.723624,0.730864,0.727152,1638,0.36,0.0166
Bank,2,0.05,Adapter,0.890206,0.738799,0.710298,0.723166,16672,0.31,0.0135
Bank,2,0.05,LoRA,0.886933,0.731429,0.727277,0.729324,6356,0.25,0.0105
Bank,2,0.05,LFW(ours),0.891622,0.743287,0.693221,0.713954,51,0.63,0.0104
Bank,2,0.05,FFT,0.870388,0.678836,0.639333,0.655116,158466,1.53,0.0093
Bank,2,0.1,ZeroShot,0.886933,0.731429,0.727277,0.729324,0,0.00,0.0090
Bank,2,0.1,VarFilter,0.880297,0.716375,0.718719,0.717537,0,0.00,0.0092
Bank,2,0.1,MIFilter,0.879678,0.718246,0.740399,0.728450,0,0.00,0.0093
Bank,2,0.1,LR,0.896665,0.766588,0.667349,0.700819,52,0.37,0.0001
Bank,2,0.1,SVM,0.878528,0.581786,0.503146,0.476921,11908,0.02,0.0320
Bank,2,0.1,RF,0.892153,0.764647,0.614656,0.648935,41358,0.31,0.0053
Bank,2,0.1,LinearProbe,0.883659,0.726292,0.745215,0.735142,514,0.18,0.0108
Bank,2,0.1,BitFit,0.886933,0.731429,0.727277,0.729324,770,0.28,0.0101
Bank,2,0.1,SSF,0.886933,0.731429,0.727277,0.729324,1638,0.37,0.0216
Bank,2,0.1,Adapter,0.877555,0.716764,0.754519,0.733133,16672,0.35,0.0136
Bank,2,0.1,LoRA,0.886933,0.731429,0.727277,0.729324,6356,0.47,0.0101
Bank,2,0.1,LFW(ours),0.881713,0.724416,0.758797,0.739605,51,0.59,0.0104
Bank,2,0.1,FFT,0.862691,0.677354,0.684772,0.680933,158466,3.47,0.0103
Bank,2,0.2,ZeroShot,0.886933,0.731429,0.727277,0.729324,0,0.00,0.0098
Bank,2,0.2,VarFilter,0.880297,0.716375,0.718719,0.717537,0,0.00,0.0114
Bank,2,0.2,MIFilter,0.876670,0.710587,0.726238,0.717953,0,0.00,0.0107
Bank,2,0.2,LR,0.898611,0.776373,0.665900,0.701747,52,0.68,0.0001
Bank,2,0.2,SVM,0.880209,0.687529,0.510487,0.491284,23192,0.07,0.0569
Bank,2,0.2,RF,0.897549,0.783425,0.641350,0.679797,80306,0.36,0.0073
Bank,2,0.2,LinearProbe,0.846412,0.679229,0.760778,0.705882,514,0.61,0.0122
Bank,2,0.2,BitFit,0.886933,0.731429,0.727277,0.729324,770,0.54,0.0110
Bank,2,0.2,SSF,0.884632,0.728138,0.744809,0.736002,1638,1.49,0.0155
Bank,2,0.2,Adapter,0.886933,0.731429,0.727277,0.729324,16672,0.36,0.0124
Bank,2,0.2,LoRA,0.833496,0.667084,0.757912,0.693499,6356,0.87,0.0108
Bank,2,0.2,LFW(ours),0.885959,0.730158,0.737900,0.733927,51,1.01,0.0092
Bank,2,0.2,FFT,0.830930,0.661552,0.746875,0.686633,158466,7.13,0.0092
Bank,2,0.5,ZeroShot,0.886933,0.731429,0.727277,0.729324,0,0.00,0.0106
Bank,2,0.5,VarFilter,0.880297,0.716375,0.718719,0.717537,0,0.00,0.0108
Bank,2,0.5,MIFilter,0.841193,0.681964,0.786869,0.711898,0,0.00,0.0105
Bank,2,0.5,LR,0.897638,0.774891,0.658003,0.694351,52,1.20,0.0002
Bank,2,0.5,SVM,0.880120,0.671312,0.503731,0.476785,58552,0.62,0.1483
Bank,2,0.5,RF,0.895603,0.777443,0.631304,0.668565,196696,0.45,0.0076
Bank,2,0.5,LinearProbe,0.884455,0.724486,0.710863,0.717340,514,1.98,0.0105
Bank,2,0.5,BitFit,0.887817,0.733010,0.719478,0.725929,770,2.15,0.0106
Bank,2,0.5,SSF,0.875520,0.709937,0.734205,0.720975,1638,2.68,0.0152
Bank,2,0.5,Adapter,0.887552,0.732956,0.729226,0.731067,16672,1.72,0.0128
Bank,2,0.5,LoRA,0.886933,0.731429,0.727277,0.729324,6356,1.93,0.0098
Bank,2,0.5,LFW(ours),0.886933,0.731429,0.727277,0.729324,51,2.25,0.0103
Bank,2,0.5,FFT,0.878528,0.716482,0.742300,0.728199,158466,7.22,0.0137
Bank,2,1.0,ZeroShot,0.886933,0.731429,0.727277,0.729324,0,0.00,0.0110
Bank,2,1.0,VarFilter,0.881270,0.718639,0.720868,0.719744,0,0.00,0.0142
Bank,2,1.0,MIFilter,0.877378,0.716354,0.753780,0.732596,0,0.00,0.0137
Bank,2,1.0,LR,0.897461,0.776090,0.653433,0.690349,52,2.48,0.0001
Bank,2,1.0,SVM,0.880297,0.690553,0.503832,0.476848,115128,3.69,0.3160
Bank,2,1.0,RF,0.897992,0.778682,0.654054,0.691413,383364,0.66,0.0091
Bank,2,1.0,LinearProbe,0.883659,0.726292,0.745215,0.735142,514,2.33,0.0159
Bank,2,1.0,BitFit,0.886933,0.731429,0.727277,0.729324,770,4.87,0.0165
Bank,2,1.0,SSF,0.886933,0.731429,0.727277,0.729324,1638,5.01,0.0180
Bank,2,1.0,Adapter,0.886933,0.731429,0.727277,0.729324,16672,2.96,0.0350
Bank,2,1.0,LoRA,0.886933,0.731429,0.727277,0.729324,6356,6.65,0.0157
Bank,2,1.0,LFW(ours),0.886933,0.731429,0.727277,0.729324,51,4.82,0.0104
Bank,2,1.0,FFT,0.888791,0.734971,0.706301,0.719207,158466,18.42,0.0108
Bank,3,0.05,ZeroShot,0.883217,0.723667,0.729637,0.726589,0,0.00,0.0105
Bank,3,0.05,VarFilter,0.874812,0.707097,0.725182,0.715515,0,0.00,0.0101
Bank,3,0.05,MIFilter,0.862072,0.697124,0.764883,0.722224,0,0.00,0.0089
Bank,3,0.05,LR,0.888702,0.743649,0.612377,0.644006,52,0.31,0.0000
Bank,3,0.05,SVM,0.880209,0.440143,0.499950,0.468144,6396,0.01,0.0137
Bank,3,0.05,RF,0.887729,0.804699,0.548284,0.559194,23422,0.25,0.0052
Bank,3,0.05,LinearProbe,0.876847,0.714909,0.750286,0.730366,514,0.10,0.0097
Bank,3,0.05,BitFit,0.883217,0.723667,0.729637,0.726589,770,0.15,0.0090
Bank,3,0.05,SSF,0.883217,0.723667,0.729637,0.726589,1638,0.18,0.0147
Bank,3,0.05,Adapter,0.883217,0.723667,0.729637,0.726589,16672,0.12,0.0116
Bank,3,0.05,LoRA,0.834646,0.670660,0.766547,0.698069,6356,0.26,0.0093
Bank,3,0.05,LFW(ours),0.884721,0.721472,0.643004,0.669657,51,0.59,0.0097
Bank,3,0.05,FFT,0.885075,0.722903,0.655338,0.680058,158466,1.62,0.0088
Bank,3,0.1,ZeroShot,0.883217,0.723667,0.729637,0.726589,0,0.00,0.0093
Bank,3,0.1,VarFilter,0.874989,0.706904,0.722409,0.714195,0,0.00,0.0088
Bank,3,0.1,MIFilter,0.889587,0.738113,0.668118,0.694186,0,0.00,0.0092
Bank,3,0.1,LR,0.891887,0.750948,0.645158,0.677874,52,0.37,0.0001
Bank,3,0.1,SVM,0.879855,0.551301,0.500387,0.469506,12220,0.03,0.0260
Bank,3,0.1,RF,0.891710,0.785625,0.586945,0.616520,42816,0.27,0.0052
Bank,3,0.1,LinearProbe,0.889587,0.740963,0.642894,0.673820,514,0.37,0.0097
Bank,3,0.1,BitFit,0.883217,0.723667,0.729637,0.726589,770,0.23,0.0095
Bank,3,0.1,SSF,0.893303,0.757754,0.645324,0.679333,1638,0.38,0.0144
Bank,3,0.1,Adapter,0.885783,0.726528,0.693736,0.708161,16672,0.56,0.0125
Bank,3,0.1,LoRA,0.891268,0.743367,0.676098,0.701759,6356,0.80,0.0096
Bank,3,0.1,LFW(ours),0.883217,0.723667,0.729637,0.726589,51,0.49,0.0096
Bank,3,0.1,FFT,0.850836,0.682801,0.757863,0.708589,158466,1.88,0.0094
Bank,3,0.2,ZeroShot,0.883217,0.723667,0.729637,0.726589,0,0.00,0.0096
Bank,3,0.2,VarFilter,0.874989,0.706904,0.722409,0.714195,0,0.00,0.0094
Bank,3,0.2,MIFilter,0.855790,0.689495,0.763231,0.715513,0,0.00,0.0095
Bank,3,0.2,LR,0.896842,0.778898,0.641586,0.679338,52,0.50,0.0000
Bank,3,0.2,SVM,0.880386,0.940188,0.500370,0.468930,24232,0.09,0.0511
Bank,3,0.2,RF,0.898257,0.800457,0.626745,0.666406,83828,0.31,0.0052
Bank,3,0.2,LinearProbe,0.876847,0.714909,0.750286,0.730366,514,0.27,0.0089
Bank,3,0.2,BitFit,0.884102,0.725191,0.726627,0.725905,770,0.64,0.0083
Bank,3,0.2,SSF,0.878528,0.717419,0.748367,0.731200,1638,1.65,0.0143
Bank,3,0.2,Adapter,0.887110,0.730920,0.712371,0.721043,16672,0.70,0.0117
Bank,3,0.2,LoRA,0.879147,0.712761,0.709764,0.711245,6356,2.24,0.0094
Bank,3,0.2,LFW(ours),0.888348,0.733788,0.669331,0.693869,51,1.00,0.0090
Bank,3,0.2,FFT,0.876493,0.702569,0.681755,0.691261,158466,7.91,0.0090
Bank,3,0.5,ZeroShot,0.883217,0.723667,0.729637,0.726589,0,0.00,0.0087
Bank,3,0.5,VarFilter,0.874989,0.706904,0.722409,0.714195,0,0.00,0.0088
Bank,3,0.5,MIFilter,0.878174,0.716182,0.744334,0.728843,0,0.00,0.0092
Bank,3,0.5,LR,0.898523,0.779800,0.657548,0.694888,52,0.80,0.0000
Bank,3,0.5,SVM,0.879855,0.669071,0.508050,0.486405,57668,0.48,0.1210
Bank,3,0.5,RF,0.899761,0.789807,0.652504,0.691898,191026,0.39,0.0061
Bank,3,0.5,LinearProbe,0.876847,0.714909,0.750286,0.730366,514,0.68,0.0094
Bank,3,0.5,BitFit,0.883217,0.723667,0.729637,0.726589,770,1.02,0.0089
Bank,3,0.5,SSF,0.891356,0.742380,0.694986,0.714826,1638,2.78,0.0149
Bank,3,0.5,Adapter,0.883217,0.723667,0.729637,0.726589,16672,0.83,0.0119
Bank,3,0.5,LoRA,0.875166,0.712022,0.749331,0.728158,6356,2.15,0.0091
Bank,3,0.5,LFW(ours),0.883217,0.723667,0.729637,0.726589,51,2.05,0.0095
Bank,3,0.5,FFT,0.886756,0.728580,0.670342,0.693058,158466,10.68,0.0093
Bank,3,1.0,ZeroShot,0.883217,0.723667,0.729637,0.726589,0,0.00,0.0086
Bank,3,1.0,VarFilter,0.874812,0.707097,0.725182,0.715515,0,0.00,0.0091
Bank,3,1.0,MIFilter,0.877555,0.716248,0.751326,0.731609,0,0.00,0.0092
Bank,3,1.0,LR,0.897195,0.773557,0.655836,0.692101,52,1.48,0.0000
Bank,3,1.0,SVM,0.880651,0.717195,0.506906,0.483304,114712,1.84,0.2416
Bank,3,1.0,RF,0.901088,0.791089,0.662837,0.701954,375698,0.54,0.0069
Bank,3,1.0,LinearProbe,0.876847,0.714909,0.750286,0.730366,514,1.25,0.0094
Bank,3,1.0,BitFit,0.883217,0.723667,0.729637,0.726589,770,1.91,0.0090
Bank,3,1.0,SSF,0.881182,0.719151,0.726246,0.722608,1638,3.32,0.0146
Bank,3,1.0,Adapter,0.876758,0.714809,0.750555,0.730403,16672,2.87,0.0118
Bank,3,1.0,LoRA,0.872246,0.708954,0.756932,0.728756,6356,3.56,0.0088
Bank,3,1.0,LFW(ours),0.883217,0.723667,0.729637,0.726589,51,4.00,0.0103
Bank,3,1.0,FFT,0.865169,0.704812,0.782287,0.732702,158466,10.82,0.0089
Bank,4,0.05,ZeroShot,0.879766,0.716762,0.728954,0.722588,0,0.00,0.0098
Bank,4,0.05,VarFilter,0.870565,0.698311,0.717342,0.707098,0,0.00,0.0096
Bank,4,0.05,MIFilter,0.861895,0.689102,0.732853,0.707019,0,0.00,0.0100
Bank,4,0.05,LR,0.891887,0.759875,0.620253,0.654518,52,0.33,0.0000
Bank,4,0.05,SVM,0.879766,0.643680,0.503849,0.477366,6760,0.01,0.0144
Bank,4,0.05,RF,0.891268,0.788099,0.581585,0.609347,22594,0.25,0.0053
Bank,4,0.05,LinearProbe,0.851632,0.685994,0.766617,0.713116,514,0.20,0.0095
Bank,4,0.05,BitFit,0.879766,0.716762,0.728954,0.722588,770,0.15,0.0095
Bank,4,0.05,SSF,0.883040,0.717935,0.676214,0.693668,1638,0.60,0.0153
